,geohash,latitude,longitude,time,cloudCover,dewPoint,humidity,ozone,precipAccumulation,precipIntensity,precipProbability,pressure,uvIndex,visibility,windBearing,windGust,windSpeed,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,moonPhase,precipIntensityMax,precipIntensityMaxTime,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,windGustTime
0,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-20 00:00:00-06:00,0.33,10.65,0.84,366.8,0.31,0.0006,0.12,1036.8,1,9.378,306,11.81,6.29,14.26,2020-01-20 14:00:00-06:00,-4.85,2020-01-21 06:02:00-06:00,14.26,2020-01-20 14:00:00-06:00,-0.35,2020-01-21 00:00:00-06:00,0.88,0.0036,2020-01-20 08:00:00-06:00,2020-01-20 07:21:00-06:00,2020-01-20 16:47:00-06:00,23.56,2020-01-20 14:06:00-06:00,7.55,2020-01-21 05:53:00-06:00,23.56,2020-01-20 14:06:00-06:00,9.28,2020-01-20 07:23:00-06:00,2020-01-21 00:00:00-06:00
1,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-21 00:00:00-06:00,0.31,10.28,0.81,346.5,0.05,0.0001,0.05,1033.3,1,9.638,238,36.82,12.18,11.15,2020-01-21 14:42:00-06:00,0.95,2020-01-21 21:04:00-06:00,11.15,2020-01-21 14:42:00-06:00,-4.85,2020-01-21 06:02:00-06:00,0.91,0.001,2020-01-21 03:00:00-06:00,2020-01-21 07:20:00-06:00,2020-01-21 16:49:00-06:00,24.32,2020-01-21 14:43:00-06:00,15.85,2020-01-21 20:58:00-06:00,24.32,2020-01-21 14:43:00-06:00,7.55,2020-01-21 05:53:00-06:00,2020-01-22 00:00:00-06:00
2,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-22 00:00:00-06:00,0.92,21.73,0.86,344.3,0.43,0.0019,0.19,1023.0,1,9.913,206,38.71,15.59,21.07,2020-01-22 15:29:00-06:00,16.76,2020-01-22 19:57:00-06:00,21.07,2020-01-22 15:29:00-06:00,2.27,2020-01-22 00:00:00-06:00,0.94,0.0097,2020-01-22 21:15:00-06:00,2020-01-22 07:19:00-06:00,2020-01-22 16:50:00-06:00,32.09,2020-01-22 15:18:00-06:00,27.36,2020-01-22 22:54:00-06:00,32.09,2020-01-22 15:18:00-06:00,16.99,2020-01-22 00:00:00-06:00,2020-01-22 02:47:00-06:00
3,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-23 00:00:00-06:00,1.0,29.64,0.94,384.5,0.75,0.005,0.62,1021.4,1,7.214,165,28.81,7.66,29.65,2020-01-23 14:57:00-06:00,24.78,2020-01-23 19:54:00-06:00,29.65,2020-01-23 14:57:00-06:00,17.7,2020-01-23 00:00:00-06:00,0.97,0.0095,2020-01-23 06:03:00-06:00,2020-01-23 07:19:00-06:00,2020-01-23 16:51:00-06:00,35.4,2020-01-23 14:34:00-06:00,31.32,2020-01-23 19:41:00-06:00,35.4,2020-01-23 14:34:00-06:00,27.4,2020-01-23 00:00:00-06:00,2020-01-23 00:00:00-06:00
4,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-24 00:00:00-06:00,1.0,33.02,0.97,418.5,0.0,0.0042,0.62,1021.1,1,0.032,74,18.67,10.47,26.74,2020-01-24 18:11:00-06:00,19.31,2020-01-25 07:01:00-06:00,27.7,2020-01-24 21:16:00-06:00,24.39,2020-01-24 11:55:00-06:00,0.01,0.0221,2020-01-25 00:00:00-06:00,2020-01-24 07:18:00-06:00,2020-01-24 16:53:00-06:00,35.52,2020-01-24 19:00:00-06:00,29.0,2020-01-25 06:59:00-06:00,36.23,2020-01-24 21:58:00-06:00,32.27,2020-01-24 00:00:00-06:00,2020-01-24 06:39:00-06:00
5,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-25 00:00:00-06:00,1.0,31.93,0.97,402.5,0.66,0.0041,0.58,1019.2,1,4.997,14,23.06,10.93,28.66,2020-01-25 12:03:00-06:00,16.01,2020-01-26 07:30:00-06:00,28.66,2020-01-25 12:03:00-06:00,19.31,2020-01-25 07:01:00-06:00,0.04,0.0221,2020-01-25 00:01:00-06:00,2020-01-25 07:17:00-06:00,2020-01-25 16:54:00-06:00,37.13,2020-01-25 12:02:00-06:00,22.82,2020-01-26 07:26:00-06:00,37.13,2020-01-25 12:02:00-06:00,29.0,2020-01-25 06:59:00-06:00,2020-01-25 06:36:00-06:00
6,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-26 00:00:00-06:00,0.81,28.59,0.97,365.6,0.02,0.0001,0.08,1019.4,1,9.81,286,14.8,6.72,28.27,2020-01-26 14:59:00-06:00,19.31,2020-01-27 05:59:00-06:00,28.27,2020-01-26 14:59:00-06:00,16.01,2020-01-26 07:30:00-06:00,0.07,0.0009,2020-01-26 00:00:00-06:00,2020-01-26 07:16:00-06:00,2020-01-26 16:55:00-06:00,34.57,2020-01-26 14:58:00-06:00,26.64,2020-01-27 06:00:00-06:00,34.57,2020-01-26 14:58:00-06:00,22.82,2020-01-26 07:26:00-06:00,2020-01-27 00:00:00-06:00
7,dpc2mk4bu8ee,43.6598,-88.0075,2020-01-27 00:00:00-06:00,1.0,29.95,0.99,354.9,0.04,0.0002,0.13,1017.8,1,7.689,246,14.93,6.1,27.5,2020-01-27 19:00:00-06:00,25.3,2020-01-28 06:53:00-06:00,27.91,2020-01-27 22:15:00-06:00,19.31,2020-01-27 05:59:00-06:00,0.1,0.001,2020-01-28 00:00:00-06:00,2020-01-27 07:15:00-06:00,2020-01-27 16:57:00-06:00,33.05,2020-01-27 14:59:00-06:00,28.88,2020-01-28 07:11:00-06:00,33.05,2020-01-27 14:59:00-06:00,26.64,2020-01-27 06:00:00-06:00,2020-01-27 01:33:00-06:00
0,cbn6pptgxx1d,45.3934,-92.1451,2020-01-20 00:00:00-06:00,0.44,3.02,0.82,358.2,0.64,0.001,0.14,1039.0,1,6.955,274,14.31,4.45,10.42,2020-01-20 13:53:00-06:00,-17.48,2020-01-21 05:59:00-06:00,10.42,2020-01-20 13:53:00-06:00,-13.66,2020-01-21 00:00:00-06:00,0.88,0.0037,2020-01-20 08:00:00-06:00,2020-01-20 07:42:00-06:00,2020-01-20 16:59:00-06:00,18.31,2020-01-20 14:17:00-06:00,-3.66,2020-01-21 02:58:00-06:00,18.31,2020-01-20 14:17:00-06:00,-1.22,2020-01-21 00:00:00-06:00,2020-01-20 23:11:00-06:00
1,cbn6pptgxx1d,45.3934,-92.1451,2020-01-21 00:00:00-06:00,0.53,2.5,0.79,340.5,0.07,0.0001,0.06,1029.1,1,8.976,194,35.7,13.69,3.67,2020-01-21 15:00:00-06:00,-5.38,2020-01-21 20:24:00-06:00,3.67,2020-01-21 15:00:00-06:00,-17.48,2020-01-21 05:59:00-06:00,0.91,0.001,2020-01-21 03:00:00-06:00,2020-01-21 07:42:00-06:00,2020-01-21 17:00:00-06:00,19.28,2020-01-21 15:00:00-06:00,11.59,2020-01-21 20:19:00-06:00,19.28,2020-01-21 15:00:00-06:00,-3.66,2020-01-21 02:58:00-06:00,2020-01-22 00:00:00-06:00
2,cbn6pptgxx1d,45.3934,-92.1451,2020-01-22 00:00:00-06:00,1.0,26.64,0.95,358.6,1.97,0.0092,0.44,1015.4,1,2.376,192,35.97,14.22,24.53,2020-01-22 16:20:00-06:00,21.47,2020-01-23 07:59:00-06:00,24.53,2020-01-22 16:20:00-06:00,-0.82,2020-01-22 00:00:00-06:00,0.94,0.0242,2020-01-22 06:11:00-06:00,2020-01-22 07:41:00-06:00,2020-01-22 17:02:00-06:00,33.84,2020-01-22 16:08:00-06:00,28.72,2020-01-23 06:08:00-06:00,33.84,2020-01-22 16:08:00-06:00,14.98,2020-01-22 00:00:00-06:00,2020-01-22 01:47:00-06:00
3,cbn6pptgxx1d,45.3934,-92.1451,2020-01-23 00:00:00-06:00,1.0,29.88,0.97,408.9,0.62,0.003,0.35,1019.0,1,1.895,108,22.48,8.82,25.09,2020-01-23 15:11:00-06:00,14.03,2020-01-24 06:06:00-06:00,25.09,2020-01-23 15:11:00-06:00,20.44,2020-01-23 22:59:00-06:00,0.97,0.0087,2020-01-23 22:57:00-06:00,2020-01-23 07:40:00-06:00,2020-01-23 17:03:00-06:00,33.28,2020-01-23 15:26:00-06:00,23.56,2020-01-24 06:02:00-06:00,33.28,2020-01-23 15:26:00-06:00,28.72,2020-01-23 06:08:00-06:00,2020-01-23 22:21:00-06:00
4,cbn6pptgxx1d,45.3934,-92.1451,2020-01-24 00:00:00-06:00,1.0,28.22,0.97,411.9,0.77,0.0031,0.44,1023.7,1,0.951,57,22.31,9.01,25.02,2020-01-24 15:13:00-06:00,2.68,2020-01-25 06:48:00-06:00,25.02,2020-01-24 15:13:00-06:00,14.03,2020-01-24 06:06:00-06:00,0.01,0.0079,2020-01-24 01:43:00-06:00,2020-01-24 07:39:00-06:00,2020-01-24 17:04:00-06:00,32.9,2020-01-24 15:06:00-06:00,10.05,2020-01-25 07:01:00-06:00,32.9,2020-01-24 15:06:00-06:00,23.56,2020-01-24 06:02:00-06:00,2020-01-24 00:00:00-06:00
5,cbn6pptgxx1d,45.3934,-92.1451,2020-01-25 00:00:00-06:00,0.93,23.29,0.98,376.6,0.12,0.0004,0.19,1022.9,1,5.127,9,11.17,4.37,30.68,2020-01-25 15:56:00-06:00,16.89,2020-01-26 03:01:00-06:00,30.68,2020-01-25 15:56:00-06:00,2.68,2020-01-25 06:48:00-06:00,0.04,0.0009,2020-01-25 05:58:00-06:00,2020-01-25 07:38:00-06:00,2020-01-25 17:06:00-06:00,32.98,2020-01-25 15:02:00-06:00,22.64,2020-01-26 03:00:00-06:00,32.98,2020-01-25 15:02:00-06:00,10.05,2020-01-25 07:01:00-06:00,2020-01-26 00:00:00-06:00
6,cbn6pptgxx1d,45.3934,-92.1451,2020-01-26 00:00:00-06:00,1.0,27.16,0.98,367.7,0.08,0.0004,0.14,1018.6,1,5.568,213,17.84,6.93,23.38,2020-01-26 17:58:00-06:00,21.6,2020-01-26 23:54:00-06:00,23.38,2020-01-26 17:58:00-06:00,16.89,2020-01-26 03:01:00-06:00,0.07,0.001,2020-01-26 17:57:00-06:00,2020-01-26 07:37:00-06:00,2020-01-26 17:07:00-06:00,30.27,2020-01-26 16:50:00-06:00,27.3,2020-01-27 07:44:00-06:00,30.27,2020-01-26 16:50:00-06:00,22.64,2020-01-26 03:00:00-06:00,2020-01-26 11:39:00-06:00
7,cbn6pptgxx1d,45.3934,-92.1451,2020-01-27 00:00:00-06:00,1.0,29.53,0.99,355.4,0.14,0.0007,0.16,1017.6,1,2.145,281,13.1,4.73,26.91,2020-01-27 19:00:00-06:00,21.8,2020-01-28 06:01:00-06:00,26.97,2020-01-27 19:27:00-06:00,21.62,2020-01-27 00:00:00-06:00,0.1,0.0017,2020-01-27 18:03:00-06:00,2020-01-27 07:36:00-06:00,2020-01-27 17:09:00-06:00,33.06,2020-01-27 15:02:00-06:00,28.06,2020-01-28 05:12:00-06:00,33.06,2020-01-27 15:02:00-06:00,27.3,2020-01-27 07:44:00-06:00,2020-01-27 00:00:00-06:00
0,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-20 00:00:00-06:00,0.28,11.35,0.81,358.2,0.3,0.0006,0.11,1036.5,1,8.996,293,13.68,5.7,16.78,2020-01-20 14:51:00-06:00,-8.31,2020-01-21 07:45:00-06:00,16.78,2020-01-20 14:51:00-06:00,0.47,2020-01-21 00:00:00-06:00,0.88,0.0036,2020-01-20 08:00:00-06:00,2020-01-20 07:25:00-06:00,2020-01-20 16:45:00-06:00,25.39,2020-01-20 14:50:00-06:00,6.36,2020-01-21 05:55:00-06:00,25.39,2020-01-20 14:50:00-06:00,9.76,2020-01-20 07:44:00-06:00,2020-01-21 00:00:00-06:00
1,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-21 00:00:00-06:00,0.4,8.77,0.81,345.3,0.05,0.0001,0.06,1031.3,1,9.798,235,34.98,12.77,9.2,2020-01-21 15:24:00-06:00,-0.91,2020-01-21 22:02:00-06:00,9.2,2020-01-21 15:24:00-06:00,-8.31,2020-01-21 07:45:00-06:00,0.91,0.001,2020-01-21 03:00:00-06:00,2020-01-21 07:24:00-06:00,2020-01-21 16:47:00-06:00,22.81,2020-01-21 15:18:00-06:00,14.21,2020-01-21 22:04:00-06:00,22.81,2020-01-21 15:18:00-06:00,6.36,2020-01-21 05:55:00-06:00,2020-01-21 21:19:00-06:00
2,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-22 00:00:00-06:00,0.97,22.32,0.9,350.8,1.06,0.005,0.43,1020.6,1,9.121,211,34.55,14.59,21.0,2020-01-22 16:03:00-06:00,18.09,2020-01-22 21:01:00-06:00,21.0,2020-01-22 16:03:00-06:00,-0.36,2020-01-22 00:00:00-06:00,0.94,0.0138,2020-01-22 22:01:00-06:00,2020-01-22 07:24:00-06:00,2020-01-22 16:48:00-06:00,31.82,2020-01-22 15:53:00-06:00,27.56,2020-01-22 23:55:00-06:00,31.82,2020-01-22 15:53:00-06:00,14.62,2020-01-22 00:00:00-06:00,2020-01-22 02:59:00-06:00
3,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-23 00:00:00-06:00,0.98,29.45,0.96,389.2,0.91,0.0052,0.64,1021.2,1,1.357,147,24.66,7.09,26.79,2020-01-23 15:04:00-06:00,23.99,2020-01-23 19:50:00-06:00,26.79,2020-01-23 15:04:00-06:00,18.73,2020-01-23 00:00:00-06:00,0.97,0.0119,2020-01-23 00:00:00-06:00,2020-01-23 07:23:00-06:00,2020-01-23 16:49:00-06:00,33.05,2020-01-23 15:34:00-06:00,30.93,2020-01-23 19:57:00-06:00,33.05,2020-01-23 15:34:00-06:00,27.56,2020-01-23 00:00:00-06:00,2020-01-23 00:00:00-06:00
4,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-24 00:00:00-06:00,1.0,32.66,0.97,416.7,0.74,0.0061,0.78,1023.0,1,0.031,54,22.27,11.27,28.79,2020-01-24 13:47:00-06:00,19.31,2020-01-25 07:15:00-06:00,28.79,2020-01-24 13:47:00-06:00,20.97,2020-01-24 22:39:00-06:00,0.01,0.0118,2020-01-24 02:48:00-06:00,2020-01-24 07:22:00-06:00,2020-01-24 16:51:00-06:00,37.15,2020-01-24 13:54:00-06:00,28.51,2020-01-25 07:18:00-06:00,37.15,2020-01-24 13:54:00-06:00,30.77,2020-01-24 22:51:00-06:00,2020-01-25 00:00:00-06:00
5,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-25 00:00:00-06:00,0.99,29.75,0.95,391.5,0.39,0.0021,0.38,1020.8,1,4.833,25,22.29,9.14,28.02,2020-01-25 12:05:00-06:00,12.32,2020-01-26 07:38:00-06:00,28.02,2020-01-25 12:05:00-06:00,19.31,2020-01-25 07:15:00-06:00,0.04,0.0121,2020-01-25 02:58:00-06:00,2020-01-25 07:21:00-06:00,2020-01-25 16:52:00-06:00,36.36,2020-01-25 12:03:00-06:00,17.31,2020-01-26 07:26:00-06:00,36.36,2020-01-25 12:03:00-06:00,24.79,2020-01-25 22:40:00-06:00,2020-01-25 00:15:00-06:00
6,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-26 00:00:00-06:00,0.94,26.3,0.97,368.8,0.04,0.0002,0.15,1019.1,1,8.341,250,15.05,5.78,28.35,2020-01-26 12:03:00-06:00,17.36,2020-01-27 05:58:00-06:00,28.35,2020-01-26 12:03:00-06:00,12.32,2020-01-26 07:38:00-06:00,0.07,0.0005,2020-01-26 17:57:00-06:00,2020-01-26 07:20:00-06:00,2020-01-26 16:53:00-06:00,34.17,2020-01-26 15:00:00-06:00,23.96,2020-01-27 05:58:00-06:00,34.17,2020-01-26 15:00:00-06:00,17.31,2020-01-26 07:26:00-06:00,2020-01-26 21:01:00-06:00
7,dpcnz7j0cg7t,44.7969,-88.2682,2020-01-27 00:00:00-06:00,1.0,28.93,1.0,360.8,0.14,0.0007,0.19,1017.4,1,1.323,244,16.5,5.74,27.18,2020-01-27 19:00:00-06:00,24.71,2020-01-27 21:00:00-06:00,27.4,2020-01-27 19:28:00-06:00,17.36,2020-01-27 05:58:00-06:00,0.1,0.0012,2020-01-27 09:40:00-06:00,2020-01-27 07:19:00-06:00,2020-01-27 16:55:00-06:00,32.09,2020-01-27 14:59:00-06:00,29.34,2020-01-27 22:45:00-06:00,32.09,2020-01-27 14:59:00-06:00,23.96,2020-01-27 05:58:00-06:00,2020-01-27 02:46:00-06:00
0,dp89ym4f2vwp,42.523,-89.0184,2020-01-20 00:00:00-06:00,0.33,9.58,0.86,376.0,0.33,0.0006,0.12,1037.7,1,8.655,323,7.03,3.72,17.08,2020-01-20 14:21:00-06:00,-5.98,2020-01-21 07:20:00-06:00,17.08,2020-01-20 14:21:00-06:00,-2.81,2020-01-20 01:32:00-06:00,0.88,0.0034,2020-01-20 08:00:00-06:00,2020-01-20 07:22:00-06:00,2020-01-20 16:55:00-06:00,24.24,2020-01-20 14:21:00-06:00,3.37,2020-01-21 06:47:00-06:00,24.24,2020-01-20 14:21:00-06:00,4.8,2020-01-20 01:47:00-06:00,2020-01-20 00:00:00-06:00
1,dp89ym4f2vwp,42.523,-89.0184,2020-01-21 00:00:00-06:00,0.44,9.14,0.84,343.9,0.05,0.0001,0.05,1035.3,2,8.648,213,35.54,8.38,11.12,2020-01-21 14:58:00-06:00,3.23,2020-01-21 20:58:00-06:00,11.12,2020-01-21 14:58:00-06:00,-5.98,2020-01-21 07:20:00-06:00,0.91,0.001,2020-01-21 03:00:00-06:00,2020-01-21 07:21:00-06:00,2020-01-21 16:56:00-06:00,23.2,2020-01-21 15:01:00-06:00,16.45,2020-01-21 20:33:00-06:00,23.2,2020-01-21 15:01:00-06:00,3.37,2020-01-21 06:47:00-06:00,2020-01-22 00:00:00-06:00
2,dp89ym4f2vwp,42.523,-89.0184,2020-01-22 00:00:00-06:00,0.93,21.73,0.87,340.1,0.45,0.0019,0.22,1024.2,1,9.429,189,35.56,13.58,20.78,2020-01-22 15:33:00-06:00,16.89,2020-01-22 19:03:00-06:00,20.78,2020-01-22 15:33:00-06:00,4.9,2020-01-22 00:00:00-06:00,0.94,0.0071,2020-01-22 20:45:00-06:00,2020-01-22 07:20:00-06:00,2020-01-22 16:57:00-06:00,31.51,2020-01-22 15:31:00-06:00,27.24,2020-01-22 19:17:00-06:00,31.51,2020-01-22 15:31:00-06:00,17.99,2020-01-22 00:00:00-06:00,2020-01-22 00:12:00-06:00
3,dp89ym4f2vwp,42.523,-89.0184,2020-01-23 00:00:00-06:00,1.0,29.02,0.94,382.2,0.8,0.0045,0.59,1020.8,1,6.857,153,25.73,8.62,25.92,2020-01-23 15:18:00-06:00,23.44,2020-01-23 22:40:00-06:00,25.93,2020-01-24 00:00:00-06:00,18.41,2020-01-23 00:00:00-06:00,0.97,0.0093,2020-01-23 03:00:00-06:00,2020-01-23 07:19:00-06:00,2020-01-23 16:58:00-06:00,33.11,2020-01-23 16:00:00-06:00,30.43,2020-01-23 22:55:00-06:00,33.11,2020-01-23 16:00:00-06:00,27.71,2020-01-23 00:00:00-06:00,2020-01-23 00:00:00-06:00
4,dp89ym4f2vwp,42.523,-89.0184,2020-01-24 00:00:00-06:00,1.0,33.0,0.96,420.4,1.07,0.0095,0.82,1019.0,1,2.09,68,21.65,10.63,29.86,2020-01-24 12:02:00-06:00,24.5,2020-01-24 19:00:00-06:00,29.86,2020-01-24 12:02:00-06:00,24.25,2020-01-24 17:04:00-06:00,0.01,0.0277,2020-01-24 18:01:00-06:00,2020-01-24 07:19:00-06:00,2020-01-24 17:00:00-06:00,38.01,2020-01-24 12:01:00-06:00,32.59,2020-01-25 07:46:00-06:00,38.01,2020-01-24 12:01:00-06:00,31.17,2020-01-24 00:00:00-06:00,2020-01-24 19:36:00-06:00
5,dp89ym4f2vwp,42.523,-89.0184,2020-01-25 00:00:00-06:00,0.99,32.84,0.98,403.7,0.16,0.0011,0.31,1019.1,1,3.941,358,18.81,9.41,28.63,2020-01-25 12:01:00-06:00,23.07,2020-01-26 07:21:00-06:00,28.63,2020-01-25 12:01:00-06:00,24.19,2020-01-25 22:45:00-06:00,0.04,0.0041,2020-01-25 00:58:00-06:00,2020-01-25 07:18:00-06:00,2020-01-25 17:01:00-06:00,36.33,2020-01-25 12:03:00-06:00,27.6,2020-01-26 07:23:00-06:00,36.33,2020-01-25 12:03:00-06:00,29.97,2020-01-25 22:40:00-06:00,2020-01-25 03:21:00-06:00
6,dp89ym4f2vwp,42.523,-89.0184,2020-01-26 00:00:00-06:00,0.89,30.11,0.98,364.1,0.05,0.0003,0.19,1020.4,1,8.359,272,16.06,5.59,28.33,2020-01-26 14:56:00-06:00,20.64,2020-01-26 23:58:00-06:00,28.33,2020-01-26 14:56:00-06:00,20.64,2020-01-26 23:58:00-06:00,0.07,0.0011,2020-01-26 19:10:00-06:00,2020-01-26 07:17:00-06:00,2020-01-26 17:02:00-06:00,34.32,2020-01-26 14:58:00-06:00,26.37,2020-01-27 00:01:00-06:00,34.32,2020-01-26 14:58:00-06:00,26.37,2020-01-27 00:00:00-06:00,2020-01-26 23:55:00-06:00
7,dp89ym4f2vwp,42.523,-89.0184,2020-01-27 00:00:00-06:00,0.99,30.8,1.0,346.9,0.04,0.0003,0.17,1018.2,2,7.901,218,16.05,4.88,30.35,2020-01-27 19:00:00-06:00,26.15,2020-01-27 21:00:00-06:00,32.94,2020-01-27 19:52:00-06:00,20.65,2020-01-27 00:00:00-06:00,0.1,0.0009,2020-01-27 20:58:00-06:00,2020-01-27 07:16:00-06:00,2020-01-27 17:04:00-06:00,34.04,2020-01-27 16:30:00-06:00,30.49,2020-01-28 00:01:00-06:00,34.04,2020-01-27 16:30:00-06:00,26.37,2020-01-27 00:01:00-06:00,2020-01-27 00:00:00-06:00
0,dpbvkfwte7uz,44.5313,-88.7275,2020-01-20 00:00:00-06:00,0.3,9.76,0.81,361.4,0.32,0.0006,0.12,1037.0,1,9.235,295,13.59,5.54,15.2,2020-01-20 14:52:00-06:00,-8.54,2020-01-21 07:26:00-06:00,15.2,2020-01-20 14:52:00-06:00,-2.04,2020-01-21 00:00:00-06:00,0.88,0.0036,2020-01-20 08:00:00-06:00,2020-01-20 07:26:00-06:00,2020-01-20 16:48:00-06:00,24.32,2020-01-20 14:55:00-06:00,4.09,2020-01-21 05:08:00-06:00,24.32,2020-01-20 14:55:00-06:00,6.24,2020-01-20 07:23:00-06:00,2020-01-21 00:00:00-06:00
1,dpbvkfwte7uz,44.5313,-88.7275,2020-01-21 00:00:00-06:00,0.4,7.88,0.81,344.4,0.06,0.0001,0.05,1032.0,1,9.617,230,33.53,11.26,10.2,2020-01-21 15:08:00-06:00,-0.69,2020-01-21 21:14:00-06:00,10.2,2020-01-21 15:08:00-06:00,-8.54,2020-01-21 07:26:00-06:00,0.91,0.001,2020-01-21 03:00:00-06:00,2020-01-21 07:25:00-06:00,2020-01-21 16:49:00-06:00,23.21,2020-01-21 15:05:00-06:00,13.93,2020-01-21 21:17:00-06:00,23.21,2020-01-21 15:05:00-06:00,4.09,2020-01-21 05:08:00-06:00,2020-01-21 21:24:00-06:00
2,dpbvkfwte7uz,44.5313,-88.7275,2020-01-22 00:00:00-06:00,0.98,22.62,0.91,349.0,1.25,0.0058,0.47,1020.8,1,8.152,204,32.42,14.11,20.59,2020-01-22 15:58:00-06:00,17.83,2020-01-22 20:50:00-06:00,20.59,2020-01-22 15:58:00-06:00,0.62,2020-01-22 00:00:00-06:00,0.94,0.0145,2020-01-22 23:28:00-06:00,2020-01-22 07:25:00-06:00,2020-01-22 16:50:00-06:00,31.49,2020-01-22 15:42:00-06:00,26.96,2020-01-23 05:07:00-06:00,31.49,2020-01-22 15:42:00-06:00,14.93,2020-01-22 00:00:00-06:00,2020-01-22 08:32:00-06:00
3,dpbvkfwte7uz,44.5313,-88.7275,2020-01-23 00:00:00-06:00,0.98,29.47,0.97,390.4,0.67,0.0043,0.59,1020.9,1,1.652,141,26.35,7.63,27.18,2020-01-23 15:04:00-06:00,23.71,2020-01-23 22:15:00-06:00,27.18,2020-01-23 15:04:00-06:00,18.54,2020-01-23 00:00:00-06:00,0.97,0.0141,2020-01-23 00:00:00-06:00,2020-01-23 07:24:00-06:00,2020-01-23 16:52:00-06:00,33.57,2020-01-23 15:35:00-06:00,31.15,2020-01-23 20:10:00-06:00,33.57,2020-01-23 15:35:00-06:00,26.96,2020-01-23 05:07:00-06:00,2020-01-23 00:00:00-06:00
4,dpbvkfwte7uz,44.5313,-88.7275,2020-01-24 00:00:00-06:00,1.0,32.86,0.97,417.9,0.51,0.0042,0.68,1022.5,1,0.032,59,21.77,11.42,29.07,2020-01-24 13:14:00-06:00,15.25,2020-01-25 05:01:00-06:00,29.07,2020-01-24 13:14:00-06:00,21.5,2020-01-24 22:50:00-06:00,0.01,0.0094,2020-01-24 23:57:00-06:00,2020-01-24 07:23:00-06:00,2020-01-24 16:53:00-06:00,37.5,2020-01-24 13:14:00-06:00,25.41,2020-01-25 06:57:00-06:00,37.5,2020-01-24 13:14:00-06:00,31.21,2020-01-24 22:59:00-06:00,2020-01-24 17:10:00-06:00
5,dpbvkfwte7uz,44.5313,-88.7275,2020-01-25 00:00:00-06:00,0.98,29.2,0.97,391.6,0.49,0.0022,0.36,1020.9,1,4.195,25,21.51,8.58,27.49,2020-01-25 17:59:00-06:00,14.75,2020-01-26 07:22:00-06:00,27.99,2020-01-25 20:10:00-06:00,15.25,2020-01-25 05:01:00-06:00,0.04,0.0184,2020-01-25 02:59:00-06:00,2020-01-25 07:22:00-06:00,2020-01-25 16:55:00-06:00,34.92,2020-01-25 12:04:00-06:00,17.91,2020-01-26 04:33:00-06:00,34.92,2020-01-25 12:04:00-06:00,23.9,2020-01-25 22:41:00-06:00,2020-01-25 03:26:00-06:00
6,dpbvkfwte7uz,44.5313,-88.7275,2020-01-26 00:00:00-06:00,0.96,27.13,0.98,367.7,0.08,0.0004,0.19,1019.6,1,5.977,248,14.06,5.18,29.13,2020-01-26 12:02:00-06:00,17.37,2020-01-27 02:57:00-06:00,29.13,2020-01-26 12:02:00-06:00,14.75,2020-01-26 07:22:00-06:00,0.07,0.0009,2020-01-26 02:59:00-06:00,2020-01-26 07:21:00-06:00,2020-01-26 16:56:00-06:00,34.06,2020-01-26 15:01:00-06:00,24.87,2020-01-27 02:57:00-06:00,34.06,2020-01-26 15:01:00-06:00,17.91,2020-01-26 04:33:00-06:00,2020-01-26 20:57:00-06:00
7,dpbvkfwte7uz,44.5313,-88.7275,2020-01-27 00:00:00-06:00,1.0,28.91,0.99,358.5,0.08,0.0004,0.17,1017.5,1,3.866,243,14.5,5.42,26.98,2020-01-27 19:00:00-06:00,24.44,2020-01-28 01:39:00-06:00,26.99,2020-01-27 19:03:00-06:00,17.37,2020-01-27 02:57:00-06:00,0.1,0.0011,2020-01-27 13:09:00-06:00,2020-01-27 07:20:00-06:00,2020-01-27 16:57:00-06:00,32.43,2020-01-27 15:00:00-06:00,27.39,2020-01-28 01:35:00-06:00,32.43,2020-01-27 15:00:00-06:00,24.87,2020-01-27 02:57:00-06:00,2020-01-27 02:53:00-06:00
