,geohash,latitude,longitude,time,icon,precipType,summary
2,c231g8fzwhtr,46.7193,-122.1859,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c231g8fzwhtr,46.7193,-122.1859,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c231g8fzwhtr,46.7193,-122.1859,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c231g8fzwhtr,46.7193,-122.1859,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c231g8fzwhtr,46.7193,-122.1859,2020-01-26 00:00:00-08:00,partly-cloudy-day,rain,Partly cloudy throughout the day.
7,c231g8fzwhtr,46.7193,-122.1859,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2evrzf4pyjm,48.7783,-118.1329,2020-01-20 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
1,c2evrzf4pyjm,48.7783,-118.1329,2020-01-21 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
2,c2evrzf4pyjm,48.7783,-118.1329,2020-01-22 00:00:00-08:00,snow,snow,Possible light snow overnight.
3,c2evrzf4pyjm,48.7783,-118.1329,2020-01-23 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
4,c2evrzf4pyjm,48.7783,-118.1329,2020-01-24 00:00:00-08:00,rain,rain,"Light rain until morning, starting again in the evening."
5,c2evrzf4pyjm,48.7783,-118.1329,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2evrzf4pyjm,48.7783,-118.1329,2020-01-26 00:00:00-08:00,rain,rain,Possible drizzle in the morning.
7,c2evrzf4pyjm,48.7783,-118.1329,2020-01-27 00:00:00-08:00,rain,rain,Possible drizzle in the afternoon.
0,c0rstwy6xuzt,47.2348,-124.2025,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c0rstwy6xuzt,47.2348,-124.2025,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c0rstwy6xuzt,47.2348,-124.2025,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c0rstwy6xuzt,47.2348,-124.2025,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c0rstwy6xuzt,47.2348,-124.2025,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c0rstwy6xuzt,47.2348,-124.2025,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c0rstwy6xuzt,47.2348,-124.2025,2020-01-26 00:00:00-08:00,rain,rain,"Light rain until morning, starting again in the evening."
7,c0rstwy6xuzt,47.2348,-124.2025,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c28vm5mn2knx,48.7543,-122.4687,2020-01-20 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
1,c28vm5mn2knx,48.7543,-122.4687,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c28vm5mn2knx,48.7543,-122.4687,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c28vm5mn2knx,48.7543,-122.4687,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c28vm5mn2knx,48.7543,-122.4687,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c28vm5mn2knx,48.7543,-122.4687,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c28vm5mn2knx,48.7543,-122.4687,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
7,c28vm5mn2knx,48.7543,-122.4687,2020-01-27 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
0,c20xfp9tb9f0,46.4045,-122.9569,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c20xfp9tb9f0,46.4045,-122.9569,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c20xfp9tb9f0,46.4045,-122.9569,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c20xfp9tb9f0,46.4045,-122.9569,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c20xfp9tb9f0,46.4045,-122.9569,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c20xfp9tb9f0,46.4045,-122.9569,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c20xfp9tb9f0,46.4045,-122.9569,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
7,c20xfp9tb9f0,46.4045,-122.9569,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2901x3jwj8v,47.8533,-122.2762,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c2901x3jwj8v,47.8533,-122.2762,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2901x3jwj8v,47.8533,-122.2762,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c2901x3jwj8v,47.8533,-122.2762,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2901x3jwj8v,47.8533,-122.2762,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2901x3jwj8v,47.8533,-122.2762,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2901x3jwj8v,47.8533,-122.2762,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c2901x3jwj8v,47.8533,-122.2762,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c22ybgn96ync,47.6095,-122.6533,2020-01-20 00:00:00-08:00,rain,rain,"Light rain until morning, starting again in the evening."
1,c22ybgn96ync,47.6095,-122.6533,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22ybgn96ync,47.6095,-122.6533,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22ybgn96ync,47.6095,-122.6533,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c22ybgn96ync,47.6095,-122.6533,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22ybgn96ync,47.6095,-122.6533,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c22ybgn96ync,47.6095,-122.6533,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c22ybgn96ync,47.6095,-122.6533,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c21s5s94566d,45.7282,-121.4853,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c21s5s94566d,45.7282,-121.4853,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain throughout the day.
2,c21s5s94566d,45.7282,-121.4853,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c21s5s94566d,45.7282,-121.4853,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c21s5s94566d,45.7282,-121.4853,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c21s5s94566d,45.7282,-121.4853,2020-01-25 00:00:00-08:00,rain,rain,Rain until evening.
6,c21s5s94566d,45.7282,-121.4853,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
7,c21s5s94566d,45.7282,-121.4853,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c29nkwevj8xe,48.9477,-122.1406,2020-01-20 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
1,c29nkwevj8xe,48.9477,-122.1406,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c29nkwevj8xe,48.9477,-122.1406,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c29nkwevj8xe,48.9477,-122.1406,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c29nkwevj8xe,48.9477,-122.1406,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c29nkwevj8xe,48.9477,-122.1406,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c29nkwevj8xe,48.9477,-122.1406,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
7,c29nkwevj8xe,48.9477,-122.1406,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c23njcup7bzt,47.4718,-122.0854,2020-01-20 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
1,c23njcup7bzt,47.4718,-122.0854,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c23njcup7bzt,47.4718,-122.0854,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c23njcup7bzt,47.4718,-122.0854,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c23njcup7bzt,47.4718,-122.0854,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c23njcup7bzt,47.4718,-122.0854,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c23njcup7bzt,47.4718,-122.0854,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c23njcup7bzt,47.4718,-122.0854,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2stbtx71jdm,48.854,-117.3899,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c2stbtx71jdm,48.854,-117.3899,2020-01-21 00:00:00-08:00,rain,rain,Light rain until evening.
2,c2stbtx71jdm,48.854,-117.3899,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
3,c2stbtx71jdm,48.854,-117.3899,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2stbtx71jdm,48.854,-117.3899,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2stbtx71jdm,48.854,-117.3899,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2stbtx71jdm,48.854,-117.3899,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
7,c2stbtx71jdm,48.854,-117.3899,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain until evening.
0,c29jfd9ys38y,48.8381,-122.2313,2020-01-20 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
1,c29jfd9ys38y,48.8381,-122.2313,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c29jfd9ys38y,48.8381,-122.2313,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c29jfd9ys38y,48.8381,-122.2313,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c29jfd9ys38y,48.8381,-122.2313,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c29jfd9ys38y,48.8381,-122.2313,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c29jfd9ys38y,48.8381,-122.2313,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
7,c29jfd9ys38y,48.8381,-122.2313,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2kq9uj62d3m,47.5712,-117.6893,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c2kq9uj62d3m,47.5712,-117.6893,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
2,c2kq9uj62d3m,47.5712,-117.6893,2020-01-22 00:00:00-08:00,snow,snow,Possible light rain in the evening and overnight.
3,c2kq9uj62d3m,47.5712,-117.6893,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2kq9uj62d3m,47.5712,-117.6893,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning.
5,c2kq9uj62d3m,47.5712,-117.6893,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2kq9uj62d3m,47.5712,-117.6893,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c2kq9uj62d3m,47.5712,-117.6893,2020-01-27 00:00:00-08:00,rain,rain,Foggy in the afternoon.
0,c0rgnxstm91t,46.9757,-123.8095,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c0rgnxstm91t,46.9757,-123.8095,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c0rgnxstm91t,46.9757,-123.8095,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c0rgnxstm91t,46.9757,-123.8095,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c0rgnxstm91t,46.9757,-123.8095,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c0rgnxstm91t,46.9757,-123.8095,2020-01-25 00:00:00-08:00,rain,rain,Rain until evening.
6,c0rgnxstm91t,46.9757,-123.8095,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c0rgnxstm91t,46.9757,-123.8095,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2293yggfb4j,46.6637,-122.9647,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c2293yggfb4j,46.6637,-122.9647,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2293yggfb4j,46.6637,-122.9647,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c2293yggfb4j,46.6637,-122.9647,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2293yggfb4j,46.6637,-122.9647,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2293yggfb4j,46.6637,-122.9647,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2293yggfb4j,46.6637,-122.9647,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c2293yggfb4j,46.6637,-122.9647,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c228zxk6mb3q,46.5783,-122.7112,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c228zxk6mb3q,46.5783,-122.7112,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c228zxk6mb3q,46.5783,-122.7112,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c228zxk6mb3q,46.5783,-122.7112,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c228zxk6mb3q,46.5783,-122.7112,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c228zxk6mb3q,46.5783,-122.7112,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c228zxk6mb3q,46.5783,-122.7112,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c228zxk6mb3q,46.5783,-122.7112,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c228hqrsub6v,46.4414,-122.8496,2020-01-20 00:00:00-08:00,rain,rain,Light rain overnight.
1,c228hqrsub6v,46.4414,-122.8496,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c228hqrsub6v,46.4414,-122.8496,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c228hqrsub6v,46.4414,-122.8496,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c228hqrsub6v,46.4414,-122.8496,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c228hqrsub6v,46.4414,-122.8496,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c228hqrsub6v,46.4414,-122.8496,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
7,c228hqrsub6v,46.4414,-122.8496,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c28yrb4wz1d4,48.9123,-122.351,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c28yrb4wz1d4,48.9123,-122.351,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c28yrb4wz1d4,48.9123,-122.351,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c28yrb4wz1d4,48.9123,-122.351,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c28yrb4wz1d4,48.9123,-122.351,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c28yrb4wz1d4,48.9123,-122.351,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c28yrb4wz1d4,48.9123,-122.351,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
7,c28yrb4wz1d4,48.9123,-122.351,2020-01-27 00:00:00-08:00,rain,rain,"Light rain until afternoon, starting again overnight."
0,c22tutbm3gcu,47.4495,-122.8487,2020-01-20 00:00:00-08:00,rain,rain,"Light rain until morning, starting again in the evening."
1,c22tutbm3gcu,47.4495,-122.8487,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22tutbm3gcu,47.4495,-122.8487,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22tutbm3gcu,47.4495,-122.8487,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c22tutbm3gcu,47.4495,-122.8487,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c22tutbm3gcu,47.4495,-122.8487,2020-01-25 00:00:00-08:00,rain,rain,Rain until evening.
6,c22tutbm3gcu,47.4495,-122.8487,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c22tutbm3gcu,47.4495,-122.8487,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2900fvm1yse,47.8285,-122.3035,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle overnight.
1,c2900fvm1yse,47.8285,-122.3035,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c2900fvm1yse,47.8285,-122.3035,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c2900fvm1yse,47.8285,-122.3035,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2900fvm1yse,47.8285,-122.3035,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c2900fvm1yse,47.8285,-122.3035,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2900fvm1yse,47.8285,-122.3035,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain overnight.
7,c2900fvm1yse,47.8285,-122.3035,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c2k8ytmek5hm,46.5675,-117.1285,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c2k8ytmek5hm,46.5675,-117.1285,2020-01-21 00:00:00-08:00,rain,rain,Possible drizzle in the morning and afternoon.
2,c2k8ytmek5hm,46.5675,-117.1285,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
3,c2k8ytmek5hm,46.5675,-117.1285,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2k8ytmek5hm,46.5675,-117.1285,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain until evening.
5,c2k8ytmek5hm,46.5675,-117.1285,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c2k8ytmek5hm,46.5675,-117.1285,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
7,c2k8ytmek5hm,46.5675,-117.1285,2020-01-27 00:00:00-08:00,rain,rain,Mostly cloudy throughout the day.
0,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-21 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
2,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
3,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning.
5,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c2kkwvfsq7ef,47.2296,-117.4731,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
0,c23qbxdg8vh9,47.6346,-121.9664,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c23qbxdg8vh9,47.6346,-121.9664,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c23qbxdg8vh9,47.6346,-121.9664,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c23qbxdg8vh9,47.6346,-121.9664,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c23qbxdg8vh9,47.6346,-121.9664,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c23qbxdg8vh9,47.6346,-121.9664,2020-01-25 00:00:00-08:00,rain,rain,Light rain throughout the day.
6,c23qbxdg8vh9,47.6346,-121.9664,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c23qbxdg8vh9,47.6346,-121.9664,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c27mc3j4yxzv,47.423,-119.1176,2020-01-20 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
1,c27mc3j4yxzv,47.423,-119.1176,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
2,c27mc3j4yxzv,47.423,-119.1176,2020-01-22 00:00:00-08:00,rain,rain,Light rain starting in the afternoon.
3,c27mc3j4yxzv,47.423,-119.1176,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c27mc3j4yxzv,47.423,-119.1176,2020-01-24 00:00:00-08:00,rain,rain,Possible light rain in the morning and overnight.
5,c27mc3j4yxzv,47.423,-119.1176,2020-01-25 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
6,c27mc3j4yxzv,47.423,-119.1176,2020-01-26 00:00:00-08:00,cloudy,rain,Overcast throughout the day.
7,c27mc3j4yxzv,47.423,-119.1176,2020-01-27 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
0,c22g4jem1qeu,46.9647,-122.6029,2020-01-20 00:00:00-08:00,rain,rain,Possible light rain overnight.
1,c22g4jem1qeu,46.9647,-122.6029,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c22g4jem1qeu,46.9647,-122.6029,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c22g4jem1qeu,46.9647,-122.6029,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c22g4jem1qeu,46.9647,-122.6029,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c22g4jem1qeu,46.9647,-122.6029,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c22g4jem1qeu,46.9647,-122.6029,2020-01-26 00:00:00-08:00,partly-cloudy-day,rain,Possible light rain overnight.
7,c22g4jem1qeu,46.9647,-122.6029,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c23npbngz56z,47.4616,-121.9936,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c23npbngz56z,47.4616,-121.9936,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c23npbngz56z,47.4616,-121.9936,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c23npbngz56z,47.4616,-121.9936,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c23npbngz56z,47.4616,-121.9936,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c23npbngz56z,47.4616,-121.9936,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c23npbngz56z,47.4616,-121.9936,2020-01-26 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
7,c23npbngz56z,47.4616,-121.9936,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c28fbzb93dcc,48.3387,-122.6616,2020-01-20 00:00:00-08:00,rain,rain,Possible drizzle in the morning and afternoon.
1,c28fbzb93dcc,48.3387,-122.6616,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c28fbzb93dcc,48.3387,-122.6616,2020-01-22 00:00:00-08:00,rain,rain,Light rain throughout the day.
3,c28fbzb93dcc,48.3387,-122.6616,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c28fbzb93dcc,48.3387,-122.6616,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c28fbzb93dcc,48.3387,-122.6616,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c28fbzb93dcc,48.3387,-122.6616,2020-01-26 00:00:00-08:00,partly-cloudy-day,rain,Possible light rain overnight.
7,c28fbzb93dcc,48.3387,-122.6616,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain starting in the afternoon.
0,c2krxbpzdb84,47.7259,-117.4221,2020-01-20 00:00:00-08:00,cloudy,snow,Overcast throughout the day.
1,c2krxbpzdb84,47.7259,-117.4221,2020-01-21 00:00:00-08:00,rain,rain,Possible light rain in the morning and afternoon.
2,c2krxbpzdb84,47.7259,-117.4221,2020-01-22 00:00:00-08:00,rain,rain,Possible light rain in the evening and overnight.
3,c2krxbpzdb84,47.7259,-117.4221,2020-01-23 00:00:00-08:00,rain,rain,Light rain throughout the day.
4,c2krxbpzdb84,47.7259,-117.4221,2020-01-24 00:00:00-08:00,rain,rain,Light rain in the morning and afternoon.
5,c2krxbpzdb84,47.7259,-117.4221,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c2krxbpzdb84,47.7259,-117.4221,2020-01-26 00:00:00-08:00,rain,rain,Overcast throughout the day.
7,c2krxbpzdb84,47.7259,-117.4221,2020-01-27 00:00:00-08:00,rain,rain,Possible light rain in the evening.
0,c0rcdxjetsxw,46.709,-123.9839,2020-01-20 00:00:00-08:00,rain,rain,Light rain throughout the day.
1,c0rcdxjetsxw,46.709,-123.9839,2020-01-21 00:00:00-08:00,rain,rain,Light rain throughout the day.
2,c0rcdxjetsxw,46.709,-123.9839,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c0rcdxjetsxw,46.709,-123.9839,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c0rcdxjetsxw,46.709,-123.9839,2020-01-24 00:00:00-08:00,rain,rain,Light rain throughout the day.
5,c0rcdxjetsxw,46.709,-123.9839,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
6,c0rcdxjetsxw,46.709,-123.9839,2020-01-26 00:00:00-08:00,rain,rain,Light rain in the evening and overnight.
7,c0rcdxjetsxw,46.709,-123.9839,2020-01-27 00:00:00-08:00,rain,rain,Light rain throughout the day.
0,c23q7kmynr8q,47.5293,-121.8412,2020-01-20 00:00:00-08:00,partly-cloudy-day,rain,Mostly cloudy throughout the day.
1,c23q7kmynr8q,47.5293,-121.8412,2020-01-21 00:00:00-08:00,rain,rain,Rain throughout the day.
2,c23q7kmynr8q,47.5293,-121.8412,2020-01-22 00:00:00-08:00,rain,rain,Rain throughout the day.
3,c23q7kmynr8q,47.5293,-121.8412,2020-01-23 00:00:00-08:00,rain,rain,Rain throughout the day.
4,c23q7kmynr8q,47.5293,-121.8412,2020-01-24 00:00:00-08:00,rain,rain,Rain throughout the day.
5,c23q7kmynr8q,47.5293,-121.8412,2020-01-25 00:00:00-08:00,rain,rain,Light rain until evening.
